winsorized_Adult_Mortality,winsorized_Infant_Deaths,winsorized_Alcohol,winsorized_Percentage_Exp,winsorized_HepatitisB,winsorized_Under_Five_Deaths,winsorized_Polio,winsorized_Tot_Exp,winsorized_Diphtheria,winsorized_HIV,winsorized_GDP,winsorized_Population,winsorized_thinness_1to19_years,winsorized_thinness_5to9_years,winsorized_Income_Comp_Of_Resources,winsorized_Schooling,BMI
166.0,10,0.32,51.992,96.0,12,97.0,5.98,96.0,0.2,834.541,7815949.0,3.7,3.7,0.608,11.1,37.4
327.0,18,11.57,625.508,97.0,20,98.0,5.21,98.0,0.3,5323.474,17153357.0,2.4,2.7,0.748,13.7,55.3
3.0,17,11.79,12.252,98.0,20,98.0,5.3,98.0,0.3,692.194,14349528.0,2.4,2.7,0.754,13.8,55.7
491.0,54,8.5,732.126,83.0,82,79.0,7.57,82.0,3.2,5631.735,4823384.48,1.6,12.8,0.609,12.9,44.3
179.0,64,0.03,40.368,78.0,87,77.0,3.4,78.0,0.1,873.773,15793993.0,16.1,16.7,0.501,6.5,19.5
345.0,14,0.95,2.049,24.0,22,51.0,4.29,45.0,3.2,26.639,511177.0,9.2,9.1,0.426,9.4,17.1
96.0,1,3.45,384.513,91.0,1,91.0,9.31,91.0,0.1,1647.442,4757575.0,1.7,1.7,0.768,13.9,59.5
2.0,0,0.99,240.485,99.0,0,99.0,6.66,99.0,0.1,948.659,481422.0,1.3,1.3,0.47,8.4,43.0
26.0,2,3.79,126.698,98.0,2,99.0,5.6,95.0,0.1,1634.814,259167.0,2.2,2.4,0.661,13.0,43.9
223.0,49,0.01,3.304,68.0,87,67.0,5.82,68.0,0.5,43.646,17153357.0,9.8,9.6,0.345,5.3,18.9
7.0,28,4.57,34.262,68.0,45,71.0,5.12,45.0,3.2,414.796,13124267.0,8.6,8.6,0.408,9.5,27.9
165.0,4,9.82,431.325,99.0,4,97.0,5.43,97.0,0.1,3552.925,17153357.0,3.4,3.9,0.733,12.9,53.4
271.0,41,1.76,30.723,94.0,60,94.0,5.17,94.0,2.1,186.765,2393831.0,7.3,7.2,0.542,10.4,24.9
19.0,4,1.17,262.818,93.0,5,96.0,5.32,96.0,0.1,2346.594,9864326.0,6.5,6.4,0.662,13.3,49.7
227.0,49,0.01,31.502,67.0,87,56.0,5.9,67.0,0.6,416.148,17153357.0,1.0,9.9,0.341,5.3,18.5
168.0,2,0.06,36.692,79.0,3,79.0,0.74,79.0,0.1,643.719,17811.0,11.7,11.7,0.566,11.7,14.7
192.0,14,2.2,56.884,89.0,16,88.0,5.95,89.0,0.5,785.693,143874.0,11.0,11.3,0.519,10.6,16.4
76.0,2,11.2,1109.855,88.0,3,94.0,11.25,95.0,0.1,8787.614,8177693.0,1.1,1.1,0.907,16.7,59.9
144.0,0,3.01,434.794,57.0,0,57.0,5.7,62.0,0.1,3453.487,18625.0,0.2,0.2,0.69,12.9,72.5
132.0,1,9.3,772.87,99.0,1,93.0,1.2,94.0,0.1,5458.122,7381579.0,2.4,2.4,0.743,13.5,55.1
327.0,32,0.21,1.1,57.0,51,59.0,2.82,59.0,2.7,33.424,9679745.0,9.3,9.3,0.346,6.6,18.5
92.0,0,12.35,1109.855,97.0,0,97.0,9.9,97.0,0.1,8787.614,1558177.0,0.7,0.5,0.804,15.8,56.5
45.0,64,9.23,22.482,18.0,87,45.0,2.84,45.0,3.2,379.119,1223529.0,14.3,14.4,0.27,7.6,16.9
286.0,10,4.03,3.687,64.0,14,67.0,1.24,65.0,2.8,21.373,3512932.0,7.9,7.8,0.383,9.9,22.9
315.0,2,8.34,22.69,28.0,3,45.0,3.22,45.0,3.2,412.553,129449.0,7.7,7.5,0.636,12.3,29.2
13.0,1,7.71,158.258,92.0,1,93.0,8.57,92.0,0.1,4142.869,3825.0,2.6,2.8,0.749,13.4,53.6
126.0,1,5.52,58.46,98.0,2,95.0,7.6,98.0,0.1,4267.136,329174.0,2.2,2.2,0.728,12.8,48.6
179.0,4,9.78,180.11,98.0,5,99.0,4.36,99.0,0.1,1839.729,2213197.0,3.8,4.2,0.708,11.7,51.9
282.0,16,12.19,11.026,98.0,19,98.0,5.38,98.0,0.3,911.254,1428588.0,2.4,2.6,0.761,13.8,56.1
173.0,3,3.83,253.001,93.0,4,93.0,6.91,93.0,0.2,1344.319,552216.0,2.0,1.9,0.601,11.0,47.9
192.0,24,1.78,40.133,99.0,28,99.0,5.11,99.0,0.3,546.777,26167.0,3.2,3.2,0.62,11.7,37.5
193.0,4,3.51,22.356,87.0,5,89.0,5.26,87.0,0.4,143.676,5175.0,2.2,2.1,0.57,10.4,43.5
186.0,0,11.15,562.36,99.0,0,99.0,4.21,99.0,0.1,8331.262,83723.0,6.1,6.6,0.712,12.1,28.1
144.0,2,9.5,79.415,98.0,3,99.0,6.2,99.0,0.1,821.252,17153357.0,2.3,2.5,0.797,14.8,55.5
428.0,43,7.28,1038.886,71.0,62,72.0,8.5,72.0,3.2,7362.761,5979432.36,7.3,8.9,0.63,12.8,47.2
218.0,57,4.96,191.495,87.0,72,87.0,4.29,87.0,0.1,2352.518,9527794.0,1.0,9.7,0.669,11.5,23.1
253.0,6,4.31,8.897,18.0,7,99.0,5.66,99.0,0.8,78.738,17153357.0,2.9,3.0,0.673,13.2,55.1
378.0,64,9.63,87.045,79.0,87,78.0,8.43,79.0,3.2,647.177,17153357.0,6.1,6.1,0.464,10.8,15.9
189.0,14,6.17,301.36,96.0,16,98.0,3.51,98.0,0.5,2659.839,652231.0,9.0,9.2,0.674,11.9,21.7
12.0,3,1.28,64.856,98.0,3,98.0,6.54,98.0,0.1,414.152,1639931.0,6.3,6.3,0.71,14.4,56.5
213.0,64,0.06,55.361,64.0,87,79.0,2.37,71.0,0.1,1148.57,17153357.0,1.9,1.9,0.624,11.0,18.2
71.0,2,10.94,895.878,88.0,3,94.0,11.16,95.0,0.1,4653.911,864565.0,1.1,1.1,0.919,16.9,61.4
263.0,36,0.68,38.419,82.0,54,83.0,5.11,85.0,0.6,292.157,1888268.0,8.0,7.9,0.478,9.0,16.3
19.0,0,5.82,11.851,94.0,0,94.0,5.22,94.0,1.0,129.519,129535.0,6.3,6.8,0.736,12.2,36.8
343.0,7,0.83,0.703,86.0,10,92.0,4.2,45.0,1.9,21.769,3614639.0,9.9,9.9,0.27,4.4,13.1
81.0,0,9.56,287.612,92.0,1,95.0,8.3,95.0,0.1,8787.614,1955141.0,0.8,0.8,0.83,15.3,59.9
249.0,64,1.32,67.776,65.0,87,45.0,6.55,65.0,1.4,354.846,946756.0,1.9,1.6,0.411,8.2,16.0
166.0,0,2.49,6.649,99.0,0,99.0,4.6,99.0,0.1,83.635,1244121.0,7.4,7.3,0.728,13.6,29.7
28.0,56,0.1,20.269,71.0,87,45.0,6.23,45.0,1.6,215.855,1265687.0,12.3,12.2,0.27,4.4,14.6
48.0,64,2.09,37.825,25.0,87,72.0,5.64,73.0,3.2,256.441,17153357.0,4.1,4.0,0.298,5.8,16.9
181.0,2,2.48,591.776,92.0,2,93.0,6.7,92.0,0.3,3827.786,6221246.0,1.6,1.6,0.67,13.2,54.1
124.0,0,1.95,4.299,98.0,0,98.0,5.78,98.0,0.1,32.372,297.0,14.6,14.7,0.597,12.0,16.2
339.0,3,9.93,1109.855,18.0,4,59.0,3.84,45.0,3.2,8787.614,95114.0,9.0,9.0,0.589,9.2,22.1
228.0,64,0.44,4.155,39.0,87,92.0,1.97,82.0,0.5,219.816,487377.0,13.3,13.6,0.455,7.8,15.7
491.0,23,5.76,36.293,68.0,58,66.0,8.9,66.0,1.9,662.28,9999617.0,4.0,4.0,0.47,8.6,44.2
12.0,3,1.24,469.628,98.0,4,98.0,5.64,98.0,0.1,3778.184,129887.0,6.3,6.3,0.695,14.3,53.9
128.0,0,0.01,660.278,56.0,0,58.0,7.22,63.0,0.1,4178.973,19229.0,0.2,0.1,0.701,12.9,74.3
273.0,1,0.44,187.496,88.0,2,88.0,8.84,88.0,3.1,1325.997,851146.0,5.6,5.6,0.441,5.5,32.2
67.0,1,10.3,579.133,95.0,2,92.0,8.45,92.0,0.1,3416.715,23948.0,0.7,0.6,0.91,18.6,61.5
394.0,29,0.01,55.831,89.0,42,89.0,1.96,89.0,3.2,332.922,16577147.0,6.5,6.4,0.459,10.7,18.8
137.0,0,14.09,1109.855,94.0,0,94.0,6.25,94.0,0.1,8787.614,1331475.0,1.9,2.0,0.833,16.2,57.6
278.0,55,0.11,3.752,71.0,87,46.0,7.15,45.0,1.6,25.384,13618449.0,11.9,11.8,0.278,4.4,15.4
247.0,1,6.71,15.55,85.0,1,45.0,5.82,85.0,1.7,925.583,752263.0,5.9,5.7,0.606,10.9,36.4
161.0,1,3.59,16.975,99.0,1,99.0,4.7,99.0,1.9,482.248,2744673.0,1.9,1.7,0.706,12.4,46.3
57.0,0,7.3,1109.855,67.0,0,98.0,11.79,98.0,0.1,6283.245,96379.0,1.4,1.3,0.904,15.8,58.5
135.0,1,7.53,222.507,89.0,1,93.0,6.89,93.0,0.1,1634.876,753433.0,2.8,2.8,0.709,13.1,51.7
288.0,8,7.44,499.73,94.0,9,94.0,3.19,93.0,0.1,6771.415,15484192.0,2.4,2.5,0.754,14.7,47.3
25.0,0,4.47,418.921,83.0,0,84.0,6.78,83.0,0.6,3595.886,498946.0,3.5,3.4,0.672,11.3,51.1
132.0,3,0.47,438.452,97.0,4,97.0,3.47,97.0,0.1,8513.63,2711169.0,8.5,8.3,0.747,12.5,33.4
234.0,1,0.21,302.668,96.0,1,96.0,6.58,96.0,0.4,1795.181,795.0,16.1,16.7,0.27,10.5,18.8
88.0,2,7.31,241.553,95.0,2,95.0,6.87,95.0,0.1,1781.367,16661942.0,0.9,0.9,0.804,15.2,59.3
19.0,64,0.06,5.382,65.0,87,79.0,2.79,72.0,0.1,126.929,17153357.0,1.9,1.9,0.629,11.1,19.0
114.0,4,0.4,546.624,98.0,4,98.0,7.23,98.0,0.1,3992.867,8413464.0,3.9,3.9,0.737,13.1,64.0
1.0,2,6.37,584.099,95.0,2,96.0,7.34,96.0,0.1,4787.7,15799542.0,1.0,1.0,0.775,14.0,56.1
163.0,5,3.23,203.713,97.0,6,98.0,7.81,98.0,0.9,1311.742,737343.0,2.5,2.4,0.577,10.6,42.8
192.0,0,5.12,72.039,18.0,1,96.0,5.0,96.0,2.0,749.627,1277837.0,6.5,7.0,0.721,11.9,35.2
148.0,2,3.55,473.124,98.0,3,99.0,9.4,98.0,0.1,1975.465,613997.0,1.8,1.7,0.636,11.6,53.2
491.0,43,1.08,4.375,84.0,70,85.0,6.35,84.0,3.2,26.153,12336687.0,7.6,7.5,0.362,10.3,15.2
121.0,2,2.76,57.103,61.0,2,83.0,7.82,87.0,0.1,733.974,43864.0,3.0,3.1,0.673,11.7,46.5
231.0,7,2.88,179.616,97.0,8,66.0,3.85,83.0,0.1,1283.886,4655741.0,3.5,3.4,0.27,10.3,39.4
11.0,3,13.78,1109.855,29.0,4,97.0,1.22,97.0,0.1,8787.614,6185267.0,0.7,0.6,0.851,15.5,55.8
491.0,4,2.69,9.184,18.0,6,87.0,8.47,88.0,3.2,918.433,1982287.0,8.4,8.3,0.44,10.6,28.3
178.0,0,5.73,1109.855,84.0,0,84.0,6.9,84.0,0.9,8787.614,53777.0,3.5,3.4,0.708,12.7,56.3
38.0,5,2.58,13.53,18.0,8,69.0,5.41,64.0,3.2,393.314,135345.0,9.4,9.3,0.27,7.7,19.6
81.0,1,8.09,160.89,91.0,1,92.0,8.72,92.0,0.1,1411.313,19222.0,0.8,0.8,0.811,14.6,58.6
73.0,1,9.84,46.387,95.0,2,92.0,8.39,92.0,0.1,281.818,196514.0,0.7,0.7,0.902,18.6,59.6
145.0,32,0.19,21.823,72.0,39,74.0,3.82,74.0,0.1,452.749,376271.0,5.3,5.1,0.646,10.4,55.8
54.0,0,7.3,1109.855,67.0,0,98.0,11.79,98.0,0.1,5918.199,969611.0,1.5,1.3,0.906,15.8,59.0
93.0,64,4.88,50.283,99.0,87,99.0,5.8,99.0,0.1,3838.434,133126.0,4.4,3.8,0.682,12.2,27.3
178.0,7,6.2,352.955,84.0,8,88.0,4.34,89.0,1.8,3836.469,9371338.0,3.5,3.4,0.677,12.6,49.3
299.0,59,0.54,6.66,79.0,87,67.0,6.25,63.0,2.2,391.791,125128.0,1.3,1.2,0.318,5.2,17.0
93.0,0,1.47,620.952,98.0,0,98.0,9.52,98.0,0.1,3488.494,321.0,14.4,14.5,0.625,12.1,18.0
18.0,0,9.8,1109.855,91.0,0,92.0,6.55,92.0,0.1,8787.614,297555.0,2.2,2.3,0.815,16.0,58.9
211.0,64,1.27,3.51,18.0,87,65.0,4.28,65.0,0.3,77.819,17153357.0,16.1,16.7,0.526,9.4,13.5
279.0,25,1.34,37.382,18.0,40,78.0,4.34,78.0,2.0,374.192,6865951.0,9.7,9.6,0.389,6.4,18.4
142.0,64,0.01,62.659,94.0,87,94.0,3.6,94.0,0.1,757.672,15214912.0,16.1,16.7,0.535,8.9,15.2
73.0,0,1.83,91.14,97.0,0,97.0,7.93,96.0,0.1,633.795,367.0,14.0,14.1,0.653,11.6,22.1
146.0,20,0.34,25.019,81.0,23,87.0,3.6,87.0,0.1,294.336,3243514.0,6.3,6.1,0.663,11.5,47.0
276.0,42,1.05,42.563,51.0,65,45.0,5.17,45.0,0.7,278.556,1626932.0,8.6,8.5,0.456,8.2,14.3
268.0,2,0.01,662.802,95.0,2,96.0,5.41,95.0,2.3,7497.762,2168573.0,6.7,6.4,0.697,12.6,37.3
491.0,29,3.97,20.396,63.0,48,46.0,11.79,45.0,1.2,139.315,4564297.0,1.3,1.4,0.292,6.7,17.2
394.0,46,0.42,5.963,18.0,80,45.0,3.35,45.0,3.2,81.684,177578.0,1.0,1.0,0.306,5.7,16.1
321.0,22,4.16,3.596,96.0,33,95.0,8.58,96.0,1.5,26.48,94358.0,7.6,7.6,0.385,9.9,16.6
15.0,12,4.28,113.244,88.0,15,88.0,6.76,88.0,0.1,625.655,4591897.0,2.2,2.0,0.695,12.8,54.2
187.0,0,6.37,136.884,89.0,0,45.0,4.82,88.0,0.7,1653.184,13926.0,6.1,6.5,0.76,12.4,39.3
91.0,2,7.67,181.526,94.0,2,94.0,7.39,94.0,0.1,1243.328,16829442.0,0.8,0.9,0.816,15.3,59.9
2.0,0,2.25,62.083,99.0,0,99.0,4.23,99.0,0.1,3651.967,85995.0,4.0,3.7,0.706,14.6,58.7
29.0,0,1.18,195.526,81.0,0,89.0,5.64,45.0,0.1,818.443,458324.0,1.3,1.3,0.459,8.1,41.3
123.0,21,0.51,171.366,97.0,24,99.0,5.41,99.0,0.1,2884.948,17153357.0,6.4,6.3,0.589,10.3,51.7
79.0,0,5.62,130.015,89.0,0,95.0,7.11,95.0,0.1,1121.786,39328.0,0.7,0.7,0.783,13.7,62.8
185.0,0,7.41,843.119,99.0,0,99.0,4.64,99.0,0.1,8524.961,82781.0,6.1,6.5,0.713,12.1,28.7
74.0,2,11.2,869.791,88.0,3,94.0,1.93,95.0,0.1,4681.328,8274983.0,1.1,1.1,0.912,16.8,6.4
134.0,0,0.01,495.078,18.0,0,92.0,8.91,92.0,0.1,2789.174,612267.0,2.4,2.4,0.27,4.4,54.2
125.0,2,10.81,230.04,97.0,2,95.0,6.62,99.0,0.1,8787.614,3863164.0,2.0,2.1,0.834,15.3,59.7
158.0,9,4.13,14.589,69.0,10,45.0,3.86,89.0,0.3,193.742,12852755.0,1.6,1.5,0.67,12.4,44.3
126.0,10,8.41,1109.855,18.0,11,94.0,6.66,93.0,0.1,8787.614,4382389.0,1.0,0.9,0.792,16.3,58.6
321.0,64,0.01,10.425,62.0,87,45.0,8.2,45.0,0.1,114.56,293756.0,2.3,2.5,0.338,5.5,12.2
429.0,64,1.54,46.582,76.0,87,69.0,5.91,83.0,3.2,336.332,231275.0,3.9,3.8,0.332,7.0,18.1
27.0,53,0.01,96.547,66.0,87,72.0,6.47,66.0,1.5,777.348,16667.0,8.3,8.1,0.411,7.7,21.9
322.0,2,1.03,13.467,25.0,2,62.0,5.45,62.0,3.2,792.154,746221.0,6.2,6.0,0.372,4.4,29.0
414.0,45,0.41,62.672,18.0,80,49.0,3.32,45.0,3.2,712.185,1421597.0,1.3,1.2,0.303,5.5,15.7
251.0,25,0.01,87.408,77.0,39,73.0,4.59,77.0,1.2,915.267,14451.0,7.2,7.1,0.466,10.3,24.6
159.0,4,3.14,231.911,92.0,5,93.0,8.4,93.0,0.6,1751.596,7872658.0,2.3,2.3,0.597,11.1,45.1
9.0,0,4.12,75.611,91.0,0,87.0,9.46,89.0,0.1,535.866,364999.0,2.4,2.4,0.735,14.2,54.7
189.0,64,0.07,10.263,82.0,87,83.0,2.81,77.0,0.2,216.528,17153357.0,1.7,1.7,0.641,11.7,21.3
58.0,0,7.67,343.123,93.0,0,99.0,9.95,99.0,0.1,2193.884,419455.0,0.8,0.7,0.821,14.1,68.4
127.0,4,0.55,27.443,95.0,4,95.0,8.88,95.0,0.1,223.838,5714111.0,3.9,3.8,0.73,13.8,57.8
412.0,59,4.71,7.177,79.0,87,72.0,4.73,73.0,3.2,93.212,1695981.0,7.0,7.1,0.455,8.2,22.8
287.0,4,3.21,53.308,83.0,7,82.0,6.7,83.0,3.2,543.957,155588.0,8.0,7.9,0.405,8.9,23.1
378.0,24,5.72,11.227,83.0,38,76.0,7.1,83.0,3.2,127.43,7182451.0,8.4,8.4,0.279,5.2,13.8
116.0,21,1.49,32.782,96.0,25,97.0,5.61,97.0,0.1,1672.569,17153357.0,4.9,4.7,0.715,13.0,61.9
271.0,41,0.9,47.526,51.0,63,61.0,5.29,62.0,0.7,262.286,16765117.0,8.5,8.4,0.462,8.3,14.7
388.0,64,9.55,104.475,42.0,87,54.0,4.47,45.0,3.2,1136.83,14641724.0,12.3,12.3,0.477,9.1,2.4
141.0,1,7.38,11.859,89.0,2,98.0,6.53,95.0,0.1,87.137,7516346.0,2.8,2.9,0.702,13.0,51.2
98.0,1,4.34,94.178,89.0,1,45.0,7.12,88.0,0.1,388.364,3925443.0,2.4,2.3,0.702,11.6,45.4
491.0,26,4.06,0.0,18.0,41,45.0,6.52,68.0,3.2,453.351,12633897.0,9.8,9.9,0.418,9.5,26.7
67.0,0,10.49,703.553,95.0,0,96.0,8.1,96.0,0.1,5234.767,4598294.0,0.3,0.2,0.902,18.6,61.3
16.0,1,10.72,25.063,93.0,1,94.0,7.23,94.0,0.1,1764.974,89142.0,2.4,2.5,0.713,12.9,57.5
72.0,0,11.5,1109.855,95.0,0,96.0,7.34,99.0,0.1,8787.614,518347.0,0.9,0.9,0.894,13.9,59.6
216.0,0,0.01,209.392,99.0,1,98.0,3.57,99.0,0.5,2522.797,776448.0,15.7,16.2,0.596,12.5,23.6
85.0,0,10.05,671.938,97.0,1,98.0,1.39,98.0,0.1,4488.562,1796493.0,0.9,0.9,0.876,15.8,61.6
223.0,0,4.53,32.366,83.0,0,74.0,6.62,75.0,1.0,263.14,488332.0,3.5,3.5,0.27,10.9,49.7
3.0,5,2.84,6.699,18.0,9,52.0,4.94,49.0,3.1,297.752,1243229.0,1.2,1.2,0.27,6.4,17.4
86.0,64,5.78,109.874,99.0,87,99.0,5.55,99.0,0.1,7683.524,136427.0,3.7,3.0,0.723,13.1,31.9
288.0,28,0.01,4.345,62.0,42,63.0,5.39,62.0,1.9,52.349,11281469.0,7.8,7.8,0.396,8.5,21.7
47.0,23,0.01,1.321,92.0,33,92.0,11.59,92.0,0.8,71.819,692279.0,7.7,7.6,0.413,9.3,23.3
129.0,55,4.99,10.228,97.0,66,97.0,4.98,97.0,0.1,672.921,11719673.0,2.0,1.9,0.694,11.4,52.4
167.0,0,14.09,225.072,94.0,0,95.0,6.6,95.0,0.1,1894.548,13379.0,2.0,2.1,0.835,16.1,56.7
313.0,20,10.87,266.542,81.0,24,97.0,5.99,97.0,0.3,2375.594,1453646.0,2.7,2.9,0.727,12.8,54.5
42.0,31,0.01,82.769,96.0,46,95.0,11.79,96.0,3.2,374.519,169735.0,6.6,6.5,0.454,10.7,18.4
491.0,36,1.27,74.345,91.0,58,92.0,1.7,91.0,3.2,372.843,14271234.0,7.0,6.9,0.4,9.6,16.9
321.0,19,11.5,46.516,96.0,21,98.0,5.19,97.0,0.3,412.372,1446754.0,2.5,2.8,0.741,13.6,55.0
412.0,2,0.01,720.233,95.0,3,92.0,8.76,95.0,3.2,3851.515,1248158.0,4.8,4.9,0.534,11.3,3.7
147.0,0,0.01,917.468,98.0,0,98.0,4.82,98.0,0.1,8787.614,1258653.0,7.0,7.0,0.765,14.7,32.3
232.0,1,0.17,27.489,93.0,1,93.0,6.3,93.0,0.4,177.234,714458.0,16.1,16.7,0.27,10.9,19.5
119.0,21,0.45,430.718,95.0,24,95.0,5.12,95.0,0.1,4463.395,17153357.0,5.9,5.8,0.714,13.6,53.9
196.0,64,2.77,57.734,38.0,87,76.0,4.28,79.0,0.2,1345.772,12398691.0,16.1,16.7,0.569,10.4,15.9
121.0,6,3.82,79.116,83.0,7,84.0,9.16,83.0,0.1,6432.217,1593112.0,1.2,1.1,0.737,14.0,53.5
222.0,0,5.27,10.814,96.0,0,97.0,1.4,97.0,1.6,81.862,15563.0,7.0,7.0,0.514,10.0,23.4
132.0,1,9.54,96.332,93.0,1,95.0,1.5,95.0,0.1,671.774,735222.0,2.3,2.4,0.749,13.5,55.8
179.0,0,0.91,163.105,68.0,0,67.0,3.37,45.0,0.1,1362.617,18929.0,1.7,1.6,0.27,10.1,41.9
138.0,2,9.59,1109.855,96.0,2,88.0,5.6,92.0,0.1,8787.614,17153357.0,2.7,2.9,0.794,14.7,59.2
66.0,1,10.62,1109.855,94.0,1,92.0,9.5,92.0,0.1,8787.614,216917.0,0.7,0.6,0.925,18.6,63.4
221.0,64,4.54,69.02,45.0,87,76.0,3.0,79.0,0.1,957.287,17153357.0,1.0,9.7,0.622,11.4,18.3
284.0,8,5.75,12.609,95.0,10,95.0,3.47,95.0,0.1,149.927,14858335.0,2.6,2.7,0.685,12.3,44.4
156.0,0,14.09,1109.855,95.0,0,95.0,6.93,95.0,0.1,8787.614,1334515.0,2.0,2.0,0.836,16.1,57.1
14.0,2,11.4,15.715,98.0,3,96.0,6.88,99.0,0.1,141.447,17153357.0,2.2,2.3,0.813,15.0,57.2
2.0,64,2.5,0.844,37.0,87,73.0,4.38,74.0,0.2,19.318,17153357.0,16.1,16.7,0.563,10.5,15.4
491.0,2,6.41,6.33,88.0,4,97.0,6.47,97.0,3.2,355.618,1779953.0,11.4,11.3,0.558,11.9,31.1
316.0,64,0.01,10.575,63.0,87,45.0,7.8,45.0,0.1,117.497,2966463.0,2.1,2.4,0.34,5.9,12.6
186.0,12,0.01,6.915,86.0,14,84.0,6.24,86.0,0.3,95.244,14776866.0,11.0,11.2,0.54,10.7,17.6
22.0,0,1.85,206.072,99.0,0,94.0,3.48,93.0,0.1,2259.558,815691.0,4.2,3.9,0.687,13.3,52.2
84.0,2,7.2,1109.855,18.0,2,45.0,7.53,91.0,0.1,8787.614,17153357.0,0.8,0.8,0.831,15.6,62.5
19.0,64,0.02,18.845,63.0,87,65.0,2.79,62.0,0.1,533.862,17153357.0,16.1,16.7,0.445,5.3,16.4
91.0,1,12.05,1109.855,64.0,1,96.0,9.32,95.0,0.1,8787.614,1421137.0,0.8,0.8,0.88,18.6,59.8
74.0,1,2.53,22.273,96.0,1,93.0,7.61,92.0,0.1,236.196,6439.0,1.1,1.1,0.85,15.1,58.7
91.0,1,5.28,41.823,99.0,1,99.0,5.34,99.0,0.1,494.359,291321.0,1.4,1.5,0.725,12.5,54.3
71.0,2,11.18,839.913,88.0,3,94.0,1.99,95.0,0.1,4465.249,8425823.0,1.1,1.1,0.916,16.9,6.9
48.0,30,3.83,42.089,63.0,47,67.0,11.79,65.0,2.2,287.689,5658379.0,9.3,9.3,0.341,7.8,19.2
136.0,0,0.01,33.67,18.0,0,92.0,8.23,92.0,0.1,199.584,67389.0,2.5,2.6,0.27,4.4,52.7
413.0,43,7.38,123.753,76.0,58,69.0,8.61,69.0,3.2,849.954,17153357.0,6.6,8.0,0.638,12.8,47.9
61.0,1,2.63,409.411,97.0,1,95.0,7.36,95.0,0.1,3661.994,76236.0,1.2,1.1,0.878,15.7,63.0
282.0,57,0.1,17.587,71.0,87,45.0,6.55,45.0,1.6,177.828,12262.0,12.5,12.5,0.27,4.4,14.3
51.0,3,5.55,43.366,92.0,4,88.0,7.5,87.0,3.2,347.488,1138434.0,6.5,6.7,0.508,10.5,28.5
138.0,0,0.01,1109.855,94.0,0,93.0,5.83,93.0,0.1,8787.614,1327439.0,1.9,2.0,0.838,16.4,58.0
185.0,23,1.96,77.271,98.0,27,94.0,5.49,96.0,0.4,654.284,2648825.0,3.2,3.2,0.626,11.8,38.1
187.0,10,1.88,657.528,73.0,13,65.0,6.2,73.0,0.4,3687.764,15923559.0,1.2,1.2,0.614,10.7,49.9
491.0,4,2.71,154.871,93.0,6,92.0,1.87,93.0,3.2,1173.262,24551.0,7.2,7.0,0.464,10.9,29.7
251.0,25,1.4,110.263,75.0,39,77.0,5.37,75.0,1.4,825.943,94682.0,7.6,7.5,0.454,9.8,23.5
329.0,12,4.24,17.859,64.0,17,47.0,8.77,45.0,3.2,149.445,3176414.0,8.5,8.5,0.335,10.2,21.5
211.0,16,2.53,225.062,87.0,20,78.0,6.76,77.0,0.3,1568.376,11924946.0,1.5,1.5,0.546,8.5,41.1
463.0,23,0.01,1.443,83.0,32,83.0,11.79,83.0,0.6,78.439,779162.0,7.5,7.4,0.426,9.5,23.8
197.0,0,4.68,43.595,18.0,1,45.0,4.17,45.0,0.9,643.947,1267984.0,6.7,7.2,0.709,11.7,33.6
127.0,7,3.92,41.881,88.0,8,85.0,6.48,87.0,0.1,572.143,15419666.0,1.3,1.2,0.717,13.3,52.1
66.0,0,8.84,1109.855,86.0,0,83.0,8.93,85.0,0.1,8787.614,4538.0,0.7,0.7,0.809,14.8,65.6
63.0,0,11.56,1109.855,93.0,0,97.0,6.5,97.0,0.1,8787.614,163712.0,0.9,1.0,0.836,13.5,56.3
393.0,2,0.01,708.956,98.0,3,98.0,9.66,98.0,3.2,3598.76,1271456.0,4.5,4.6,0.539,11.4,31.2
136.0,1,3.79,5.457,93.0,1,86.0,5.91,93.0,0.6,56.145,285187.0,1.8,1.7,0.727,12.8,52.7
259.0,15,5.68,4.106,68.0,20,67.0,1.41,68.0,1.5,74.936,114554.0,4.0,4.0,0.47,8.7,45.3
161.0,64,7.1,30.304,99.0,79,99.0,8.36,99.0,0.1,586.146,17153357.0,3.1,3.1,0.698,13.8,48.6
91.0,1,5.79,348.056,98.0,1,98.0,5.79,98.0,0.1,4114.137,2927519.0,1.5,1.6,0.721,12.2,53.5
172.0,4,6.78,273.576,86.0,5,86.0,8.1,86.0,0.1,1545.626,5327.0,2.5,2.4,0.625,11.6,39.1
16.0,0,12.1,206.887,97.0,0,97.0,8.25,97.0,0.1,1355.746,4417781.0,1.6,1.6,0.803,14.2,6.6
43.0,64,1.14,47.173,25.0,87,69.0,6.16,45.0,3.2,277.649,1867687.0,4.2,4.1,0.291,5.4,16.5
283.0,44,4.55,81.143,92.0,77,91.0,7.41,92.0,1.1,552.746,1514199.0,9.3,8.8,0.356,5.9,16.1
491.0,4,0.01,168.135,95.0,6,93.0,11.14,95.0,3.2,1281.516,289928.0,6.4,6.2,0.479,11.0,3.8
172.0,22,0.27,112.123,92.0,27,92.0,6.73,92.0,0.2,692.117,17153357.0,16.1,16.7,0.529,12.0,16.9
44.0,41,0.25,21.527,18.0,74,45.0,6.28,45.0,3.2,166.232,8342559.0,11.5,11.4,0.27,4.7,13.9
